"DATE","rcong09Q3","rcong09Q4","rcong10Q1","rcong10Q2","rcong10Q3","rcong10Q4","rcong11Q1","rcong11Q2","rcong11Q3","rcong11Q4","rcong12Q1","rcong12Q2","rcong12Q3","rcong12Q4","rcong13Q1","rcong13Q2","rcong13Q3","rcong13Q4","rcong14Q1","rcong14Q2","rcong14Q3","rcong14Q4","rcong15Q1","rcong15Q2"
"1992:Q4","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7"
"1993:Q1","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5"
"1993:Q2","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8"
"1993:Q3","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3"
"1993:Q4","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4"
"1994:Q1","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5"
"1994:Q2","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1"
"1994:Q3","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6"
"1994:Q4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0"
"1995:Q1","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3"
"1995:Q2","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3"
"1995:Q3","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8"
"1995:Q4","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3"
"1996:Q1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2"
"1996:Q2","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2"
"1996:Q3","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7"
"1996:Q4","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6"
"1997:Q1","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5"
"1997:Q2","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0"
"1997:Q3","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9"
"1997:Q4","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4"
"1998:Q1","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9"
"1998:Q2","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1"
"1998:Q3","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9"
"1998:Q4","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6"
"1999:Q1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6"
"1999:Q2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8"
"1999:Q3","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8"
"1999:Q4","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3"
"2000:Q1","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1"
"2000:Q2","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6"
"2000:Q3","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4"
"2000:Q4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9"
"2001:Q1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0"
"2001:Q2","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1"
"2001:Q3","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9"
"2001:Q4","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5"
"2002:Q1","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6"
"2002:Q2","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6"
"2002:Q3","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3"
"2002:Q4","2732.8","2732.8","2732.8","2732.8","2732.8","2732.8","2732.8","2732.8","2729.1","2729.1","2729.1","2729.1","2729.1","2729.1","2729.1","2729.1","2796.2","2796.2","2796.2","2796.2","2796.2","2796.2","2796.2","2796.2"
"2003:Q1","2752.4","2752.4","2752.4","2752.4","2752.4","2752.4","2752.4","2752.4","2747.5","2747.5","2747.5","2747.5","2747.5","2747.5","2747.5","2747.5","2811.7","2811.7","2811.7","2811.7","2811.7","2811.7","2811.7","2811.7"
"2003:Q2","2800.0","2800.0","2800.0","2800.0","2800.0","2800.0","2800.0","2800.0","2798.2","2798.2","2798.2","2798.2","2798.2","2798.2","2798.2","2798.2","2872.2","2872.2","2872.2","2872.2","2872.2","2872.2","2872.2","2872.2"
"2003:Q3","2876.4","2876.4","2876.4","2876.4","2876.4","2876.4","2876.4","2876.4","2872.7","2872.7","2872.7","2872.7","2872.7","2872.7","2872.7","2872.7","2953.5","2953.5","2953.5","2953.5","2953.5","2953.5","2953.5","2953.5"
"2003:Q4","2890.6","2890.6","2890.6","2890.6","2890.6","2890.6","2890.6","2890.6","2890.4","2890.4","2890.4","2890.4","2890.4","2890.4","2890.4","2890.4","2980.4","2980.4","2980.4","2980.4","2980.4","2980.4","2980.4","2980.4"
"2004:Q1","2919.4","2919.4","2919.4","2919.4","2919.4","2919.4","2919.4","2919.4","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","3012.8","3012.8","3012.8","3012.8","3012.8","3012.8","3012.8","3012.8"
"2004:Q2","2931.8","2931.8","2931.8","2931.8","2931.8","2931.8","2931.8","2931.8","2927.1","2927.1","2927.1","2927.1","2927.1","2927.1","2927.1","2927.1","3029.5","3029.5","3029.5","3029.5","3029.5","3029.5","3029.5","3029.5"
"2004:Q3","2966.4","2966.4","2966.4","2966.4","2966.4","2966.4","2966.4","2966.4","2963.0","2963.0","2963.0","2963.0","2963.0","2963.0","2963.0","2963.0","3066.0","3066.0","3066.0","3066.0","3066.0","3066.0","3066.0","3066.0"
"2004:Q4","3003.6","3003.6","3003.6","3003.6","3003.6","3003.6","3003.6","3003.6","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3099.4","3099.4","3099.4","3099.4","3099.4","3099.4","3099.4","3099.4"
"2005:Q1","3032.6","3032.6","3032.6","3032.6","3032.6","3032.6","3032.6","3032.6","3035.4","3035.4","3035.4","3035.4","3035.4","3035.4","3035.4","3035.4","3136.5","3136.5","3136.5","3136.5","3136.5","3136.5","3136.5","3136.5"
"2005:Q2","3075.1","3075.1","3075.1","3075.1","3075.1","3075.1","3075.1","3075.1","3077.2","3077.2","3077.2","3077.2","3077.2","3077.2","3077.2","3077.2","3177.8","3177.8","3177.8","3177.8","3177.8","3177.8","3177.8","3177.8"
"2005:Q3","3098.4","3098.4","3098.4","3098.4","3098.4","3098.4","3098.4","3098.4","3100.9","3100.9","3100.9","3100.9","3100.9","3100.9","3100.9","3100.9","3195.5","3195.5","3195.5","3195.5","3195.5","3195.5","3195.5","3195.5"
"2005:Q4","3089.5","3089.5","3089.5","3089.5","3089.5","3089.5","3089.5","3089.5","3093.4","3093.4","3093.4","3093.4","3093.4","3093.4","3093.4","3093.4","3198.8","3198.8","3198.8","3198.8","3198.8","3198.8","3198.8","3198.8"
"2006:Q1","3145.7","3145.7","3145.7","3145.7","3145.7","3145.7","3145.7","3145.7","3146.8","3146.8","3146.8","3146.8","3146.8","3146.8","3146.8","3146.8","3262.2","3262.2","3262.2","3262.2","3262.2","3262.2","3262.2","3262.2"
"2006:Q2","3150.8","3150.8","3150.8","3150.8","3150.8","3150.8","3150.8","3150.8","3157.7","3157.7","3157.7","3157.7","3157.7","3157.7","3157.7","3157.7","3267.8","3267.8","3267.8","3267.8","3267.8","3267.8","3267.8","3267.8"
"2006:Q3","3176.4","3176.4","3176.4","3176.4","3176.4","3176.4","3176.4","3176.4","3184.5","3184.5","3184.5","3184.5","3184.5","3184.5","3184.5","3184.5","3294.5","3294.5","3294.5","3294.5","3294.5","3294.5","3294.5","3294.5"
"2006:Q4","3222.5","3222.5","3222.5","3222.5","3222.5","3222.5","3222.5","3222.5","3226.7","3226.7","3226.7","3226.7","3226.7","3226.7","3226.7","3226.7","3345.6","3345.6","3345.6","3345.6","3345.6","3345.6","3345.6","3345.6"
"2007:Q1","3253.9","3253.9","3253.9","3253.9","3241.1","3241.1","3241.1","3241.1","3247.6","3247.6","3247.6","3247.6","3247.6","3247.6","3247.6","3247.6","3363.5","3363.5","3363.5","3363.5","3363.5","3363.5","3363.5","3363.5"
"2007:Q2","3255.4","3255.4","3255.4","3255.4","3252.4","3252.4","3252.4","3252.4","3263.0","3263.0","3263.0","3263.0","3263.0","3263.0","3263.0","3263.0","3376.3","3376.3","3376.3","3376.3","3376.3","3376.3","3376.3","3376.3"
"2007:Q3","3280.6","3280.6","3280.6","3280.6","3271.9","3271.9","3271.9","3271.9","3287.3","3287.3","3287.3","3287.3","3287.3","3287.3","3287.3","3287.3","3392.3","3392.3","3392.3","3392.3","3392.3","3392.3","3392.3","3392.3"
"2007:Q4","3304.8","3304.8","3304.8","3304.8","3281.0","3281.0","3281.0","3281.0","3295.8","3295.8","3295.8","3295.8","3295.8","3295.8","3295.8","3295.8","3394.9","3394.9","3394.9","3394.9","3394.9","3394.9","3394.9","3394.9"
"2008:Q1","3262.1","3262.1","3262.1","3262.1","3232.6","3232.6","3232.6","3232.6","3249.0","3249.0","3249.0","3249.0","3249.0","3249.0","3249.0","3249.0","3348.7","3348.7","3348.7","3348.7","3348.7","3348.7","3348.7","3348.7"
"2008:Q2","3257.8","3257.8","3257.8","3257.8","3235.2","3235.2","3235.2","3235.2","3252.7","3252.7","3252.7","3252.7","3252.7","3252.7","3252.7","3252.7","3360.4","3360.4","3360.4","3360.4","3360.4","3360.4","3360.4","3360.4"
"2008:Q3","3193.6","3193.6","3193.6","3193.6","3171.4","3171.4","3171.4","3171.4","3187.9","3187.9","3187.9","3187.9","3187.9","3187.9","3187.9","3187.9","3296.6","3296.6","3296.6","3296.6","3296.6","3296.6","3296.6","3296.6"
"2008:Q4","3110.4","3110.4","3110.4","3110.4","3082.3","3082.3","3082.3","3082.3","3082.0","3082.0","3082.0","3082.0","3082.0","3082.0","3082.0","3082.0","3185.5","3185.5","3185.5","3185.5","3185.5","3185.5","3185.5","3185.5"
"2009:Q1","3129.8","3129.8","3129.8","3129.8","3095.7","3095.7","3095.7","3095.7","3082.6","3082.6","3082.6","3082.6","3083.2","3083.2","3083.2","3083.2","3188.8","3188.8","3188.8","3188.8","3188.8","3188.8","3188.8","3188.8"
"2009:Q2","3097.9","3105.4","3105.4","3105.4","3084.0","3084.0","3084.0","3084.0","3064.3","3064.3","3064.3","3064.3","3067.0","3067.0","3067.0","3067.0","3166.9","3166.9","3166.9","3166.9","3166.9","3166.9","3166.9","3166.9"
"2009:Q3","#N/A","3166.3","3159.6","3159.6","3138.2","3138.2","3138.2","3138.2","3120.7","3120.7","3120.7","3120.7","3123.1","3123.1","3123.1","3123.1","3222.9","3222.9","3222.9","3222.9","3222.9","3222.9","3222.9","3222.9"
"2009:Q4","#N/A","#N/A","3180.0","3181.9","3151.8","3151.8","3151.8","3151.8","3124.6","3124.6","3124.6","3124.6","3119.5","3119.5","3119.5","3119.5","3215.2","3215.2","3215.2","3215.2","3215.2","3215.2","3215.2","3215.2"
"2010:Q1","#N/A","#N/A","#N/A","3229.9","3195.4","3195.4","3195.4","3195.4","3173.3","3173.3","3173.3","3173.3","3159.5","3159.5","3159.5","3159.5","3247.0","3247.0","3247.0","3247.0","3247.0","3247.0","3247.0","3247.0"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","3222.4","3222.6","3222.6","3222.6","3202.9","3202.9","3202.9","3202.9","3185.4","3185.4","3185.4","3185.4","3288.0","3288.0","3288.0","3288.0","3288.0","3288.0","3288.0","3288.0"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","3245.0","3255.2","3255.2","3240.8","3240.8","3240.8","3240.8","3215.1","3215.1","3215.1","3215.1","3319.1","3319.1","3319.1","3319.1","3319.1","3319.1","3319.1","3319.1"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3334.1","3328.4","3306.0","3306.0","3306.0","3306.0","3276.5","3276.5","3276.5","3276.5","3380.5","3380.5","3380.5","3380.5","3380.5","3380.5","3380.5","3380.5"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3367.2","3344.4","3344.4","3344.4","3344.4","3320.3","3320.3","3320.3","3320.3","3402.8","3402.8","3402.8","3402.8","3404.9","3404.9","3404.9","3404.9"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3333.1","3331.2","3331.2","3331.2","3312.2","3312.2","3312.2","3312.2","3404.6","3404.6","3404.6","3404.6","3398.2","3398.2","3398.2","3398.2"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3343.1","3342.7","3342.7","3323.5","3323.5","3323.5","3323.5","3415.2","3415.2","3415.2","3415.2","3405.5","3405.5","3405.5","3405.5"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3389.2","3387.2","3367.9","3367.9","3367.9","3367.9","3457.0","3457.0","3457.0","3457.0","3438.5","3438.5","3438.5","3438.5"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3438.5","3406.6","3406.6","3406.6","3406.6","3495.8","3495.8","3495.8","3495.8","3478.0","3478.0","3478.0","3478.0"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3412.8","3409.4","3409.4","3409.4","3514.7","3514.7","3514.7","3514.7","3489.0","3489.0","3489.0","3489.0"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3445.9","3439.7","3439.7","3546.7","3546.7","3546.7","3546.7","3516.9","3516.9","3516.9","3516.9"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3478.4","3476.1","3579.2","3579.2","3579.2","3579.2","3542.3","3542.3","3542.3","3542.3"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3504.2","3611.9","3611.9","3611.9","3611.9","3593.7","3593.7","3593.7","3593.7"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3642.6","3639.6","3639.6","3639.6","3605.2","3605.2","3605.2","3605.2"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3678.4","3680.0","3680.0","3636.1","3636.1","3636.1","3636.1"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3724.5","3706.1","3669.0","3669.0","3669.0","3669.0"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3709.4","3678.3","3678.3","3678.3","3678.3"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3733.7","3731.6","3731.6","3731.6"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3760.1","3774.5","3774.5"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3824.3","3819.0"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3821.0"
