"DATE","rconsnp09Q3","rconsnp09Q4","rconsnp10Q1","rconsnp10Q2","rconsnp10Q3","rconsnp10Q4","rconsnp11Q1","rconsnp11Q2","rconsnp11Q3","rconsnp11Q4","rconsnp12Q1","rconsnp12Q2","rconsnp12Q3","rconsnp12Q4","rconsnp13Q1","rconsnp13Q2","rconsnp13Q3","rconsnp13Q4","rconsnp14Q1","rconsnp14Q2","rconsnp14Q3","rconsnp14Q4","rconsnp15Q1","rconsnp15Q2"
"1970:Q2","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3"
"1970:Q3","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7"
"1970:Q4","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5"
"1971:Q1","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7"
"1971:Q2","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0"
"1971:Q3","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4"
"1971:Q4","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0"
"1972:Q1","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8"
"1972:Q2","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0"
"1972:Q3","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8"
"1972:Q4","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8"
"1973:Q1","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4"
"1973:Q2","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6"
"1973:Q3","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0"
"1973:Q4","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1"
"1974:Q1","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1"
"1974:Q2","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0"
"1974:Q3","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8"
"1974:Q4","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9"
"1975:Q1","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7"
"1975:Q2","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9"
"1975:Q3","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1"
"1975:Q4","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5"
"1976:Q1","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0"
"1976:Q2","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1"
"1976:Q3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1"
"1976:Q4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2"
"1977:Q1","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1"
"1977:Q2","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1"
"1977:Q3","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","21.5","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3"
"1977:Q4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1"
"1978:Q1","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1"
"1978:Q2","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3"
"1978:Q3","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2"
"1978:Q4","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6"
"1979:Q1","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3"
"1979:Q2","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2"
"1979:Q3","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3"
"1979:Q4","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9"
"1980:Q1","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3"
"1980:Q2","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4"
"1980:Q3","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3"
"1980:Q4","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9"
"1981:Q1","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","22.0","22.0","22.0","22.0","22.0","22.0","22.0","22.0"
"1981:Q2","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9"
"1981:Q3","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8"
"1981:Q4","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1"
"1982:Q1","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2"
"1982:Q2","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1"
"1982:Q3","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1"
"1982:Q4","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2"
"1983:Q1","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5"
"1983:Q2","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9"
"1983:Q3","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3"
"1983:Q4","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0"
"1984:Q1","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8"
"1984:Q2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2"
"1984:Q3","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6"
"1984:Q4","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4"
"1985:Q1","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0"
"1985:Q2","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8"
"1985:Q3","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3"
"1985:Q4","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3"
"1986:Q1","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5"
"1986:Q2","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2"
"1986:Q3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1"
"1986:Q4","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","45.7","45.7","45.7","45.7","45.7","45.7","45.7","45.7"
"1987:Q1","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3"
"1987:Q2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0"
"1987:Q3","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2"
"1987:Q4","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0"
"1988:Q1","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6"
"1988:Q2","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7"
"1988:Q3","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9"
"1988:Q4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1989:Q1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3"
"1989:Q2","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4"
"1989:Q3","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6"
"1989:Q4","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6"
"1990:Q1","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4"
"1990:Q2","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","74.5","74.5","74.5","74.5","74.5","74.5","74.5","74.5"
"1990:Q3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1"
"1990:Q4","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5"
"1991:Q1","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1"
"1991:Q2","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5"
"1991:Q3","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7"
"1991:Q4","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9"
"1992:Q1","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2"
"1992:Q2","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7"
"1992:Q3","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","108.3","108.3","108.3","108.3","108.3","108.3","108.3","108.3"
"1992:Q4","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6"
"1993:Q1","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2"
"1993:Q2","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6"
"1993:Q3","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","126.9","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6"
