"DATE","RGSL65Q4","RGSL66Q1","RGSL66Q2","RGSL66Q3","RGSL66Q4","RGSL67Q1","RGSL67Q2","RGSL67Q3","RGSL67Q4","RGSL68Q1","RGSL68Q2","RGSL68Q3","RGSL68Q4","RGSL69Q1","RGSL69Q2","RGSL69Q3","RGSL69Q4","RGSL70Q1","RGSL70Q2","RGSL70Q3","RGSL70Q4","RGSL71Q1","RGSL71Q2","RGSL71Q3","RGSL71Q4","RGSL72Q1","RGSL72Q2","RGSL72Q3","RGSL72Q4","RGSL73Q1","RGSL73Q2","RGSL73Q3","RGSL73Q4","RGSL74Q1","RGSL74Q2","RGSL74Q3","RGSL74Q4","RGSL75Q1","RGSL75Q2","RGSL75Q3","RGSL75Q4","RGSL76Q1","RGSL76Q2","RGSL76Q3","RGSL76Q4","RGSL77Q1","RGSL77Q2","RGSL77Q3","RGSL77Q4","RGSL78Q1","RGSL78Q2","RGSL78Q3","RGSL78Q4","RGSL79Q1","RGSL79Q2","RGSL79Q3","RGSL79Q4","RGSL80Q1","RGSL80Q2","RGSL80Q3","RGSL80Q4","RGSL81Q1","RGSL81Q2","RGSL81Q3","RGSL81Q4","RGSL82Q1","RGSL82Q2","RGSL82Q3","RGSL82Q4","RGSL83Q1","RGSL83Q2","RGSL83Q3","RGSL83Q4","RGSL84Q1","RGSL84Q2","RGSL84Q3","RGSL84Q4","RGSL85Q1","RGSL85Q2","RGSL85Q3","RGSL85Q4","RGSL86Q1","RGSL86Q2","RGSL86Q3","RGSL86Q4","RGSL87Q1","RGSL87Q2","RGSL87Q3","RGSL87Q4","RGSL88Q1","RGSL88Q2","RGSL88Q3","RGSL88Q4","RGSL89Q1","RGSL89Q2","RGSL89Q3","RGSL89Q4","RGSL90Q1","RGSL90Q2","RGSL90Q3","RGSL90Q4","RGSL91Q1","RGSL91Q2","RGSL91Q3","RGSL91Q4","RGSL92Q1","RGSL92Q2","RGSL92Q3","RGSL92Q4","RGSL93Q1","RGSL93Q2","RGSL93Q3","RGSL93Q4","RGSL94Q1","RGSL94Q2","RGSL94Q3","RGSL94Q4","RGSL95Q1","RGSL95Q2","RGSL95Q3","RGSL95Q4","RGSL96Q1","RGSL96Q2","RGSL96Q3","RGSL96Q4","RGSL97Q1","RGSL97Q2","RGSL97Q3","RGSL97Q4","RGSL98Q1","RGSL98Q2","RGSL98Q3","RGSL98Q4","RGSL99Q1","RGSL99Q2","RGSL99Q3","RGSL99Q4","RGSL00Q1","RGSL00Q2","RGSL00Q3","RGSL00Q4","RGSL01Q1","RGSL01Q2","RGSL01Q3","RGSL01Q4","RGSL02Q1","RGSL02Q2","RGSL02Q3","RGSL02Q4","RGSL03Q1","RGSL03Q2","RGSL03Q3","RGSL03Q4","RGSL04Q1","RGSL04Q2","RGSL04Q3","RGSL04Q4","RGSL05Q1","RGSL05Q2","RGSL05Q3","RGSL05Q4","RGSL06Q1","RGSL06Q2","RGSL06Q3","RGSL06Q4","RGSL07Q1","RGSL07Q2","RGSL07Q3","RGSL07Q4","RGSL08Q1","RGSL08Q2","RGSL08Q3","RGSL08Q4","RGSL09Q1","RGSL09Q2","RGSL09Q3","RGSL09Q4","RGSL10Q1","RGSL10Q2","RGSL10Q3","RGSL10Q4","RGSL11Q1","RGSL11Q2","RGSL11Q3","RGSL11Q4","RGSL12Q1","RGSL12Q2","RGSL12Q3","RGSL12Q4","RGSL13Q1","RGSL13Q2","RGSL13Q3","RGSL13Q4","RGSL14Q1","RGSL14Q2","RGSL14Q3","RGSL14Q4","RGSL15Q1","RGSL15Q2"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.8","170.8","170.8","170.8","170.8","170.9","170.9","170.9","170.9","170.9","170.9","175.3","175.3","175.3","175.3","175.3","175.3","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","#N/A","566.6445","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","631.6","771.4","771.4","771.4","771.4","771.4","771.4","771.4","771.4","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","936.1","936.1","936.1","936.1","936.1","936.1","936.1","936.1"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.1","174.8","174.8","174.8","174.7","174.7","174.7","174.7","174.7","174.7","178.3","178.3","178.3","178.3","178.3","178.3","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","#N/A","583.651","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","587.8","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","650.2","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","963.9","963.9","963.9","963.9","963.9","963.9","963.9","963.9"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.9","176.3","176.3","176.2","176.2","176.2","176.2","176.2","176.2","179.2","179.2","179.2","179.2","179.2","179.2","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","#N/A","590.5961","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","594.6","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","802.9","802.9","802.9","802.9","802.9","802.9","802.9","802.9","803.1","803.1","803.1","803.1","803.1","803.1","803.1","803.1","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","176.8","176.9","176.6","176.6","176.6","176.6","176.6","176.6","179.2","179.2","179.2","179.2","179.2","179.2","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","#N/A","596.4726","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","600.2","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","663.6","810.3","810.3","810.3","810.3","810.3","810.3","810.3","810.3","810.5","810.5","810.5","810.5","810.5","810.5","810.5","810.5","984.3","984.3","984.3","984.3","984.3","984.3","984.3","984.3"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.9","173.6","173.6","173.6","173.6","173.6","173.6","177.7","177.7","177.7","177.7","177.7","177.7","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","174.2","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","#N/A","587.0345","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","652.6","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","967.8","967.8","967.8","967.8","967.8","967.8","967.8","967.8"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.9","174.3","174.3","174.3","174.3","174.3","179.4","179.4","179.4","179.4","179.4","179.4","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","#N/A","592.822","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","596.2","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","804.4","804.4","804.4","804.4","804.4","804.4","804.4","804.4","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","976.7","976.7","976.7","976.7","976.7","976.7","976.7","976.7"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.0","175.6","175.6","175.6","175.6","181.2","181.2","181.2","181.2","181.2","181.2","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","176.8","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","#N/A","595.4042","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","661.1","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.5","807.5","807.5","807.5","807.5","807.5","807.5","807.5","980.0","980.0","980.0","980.0","980.0","980.0","980.0","980.0"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.9","176.0","176.0","176.0","182.2","182.2","182.2","182.2","182.2","182.2","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","#N/A","602.4382","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","668.6","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","991.1","991.1","991.1","991.1","991.1","991.1","991.1","991.1"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.7","175.7","175.7","182.5","182.5","182.5","182.5","182.5","182.5","178.3","178.3","178.3","178.3","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","#N/A","605.6437","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","671.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.0","174.3","181.2","181.2","181.2","181.2","181.2","181.2","177.8","177.8","177.8","177.8","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","#N/A","597.8973","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","809.8","809.8","809.8","809.8","809.8","809.8","809.8","809.8","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","173.9","181.3","181.3","181.3","181.3","181.3","181.3","177.9","177.9","177.9","177.9","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","#N/A","589.7947","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","798.8","798.8","798.8","798.8","798.8","798.8","798.8","798.8","798.4","798.4","798.4","798.4","798.4","798.4","798.4","798.4","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","181.6","182.4","182.4","182.4","182.4","182.4","178.4","178.4","178.4","178.4","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","#N/A","587.3906","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","589.3","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","795.3","795.3","795.3","795.3","795.3","795.3","795.3","795.3","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","963.2","963.2","963.2","963.2","963.2","963.2","963.2","963.2"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.3","182.5","182.5","182.5","182.5","179.0","179.0","179.0","179.0","178.3","178.3","178.3","178.3","178.6","178.6","178.6","178.6","178.6","178.6","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","#N/A","591.8426","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","593.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","655.8","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","180.8","180.7","180.7","180.7","176.9","176.9","176.9","176.9","176.2","176.2","176.2","176.2","176.9","176.9","176.9","176.9","176.9","176.9","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","#N/A","580.6237","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","582.5","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","785.7","785.7","785.7","785.7","785.7","785.7","785.7","785.7","785.6","785.6","785.6","785.6","785.6","785.6","785.6","785.6","952.4","952.4","952.4","952.4","952.4","952.4","952.4","952.4"
