"DATE","RGSL65Q4","RGSL66Q1","RGSL66Q2","RGSL66Q3","RGSL66Q4","RGSL67Q1","RGSL67Q2","RGSL67Q3","RGSL67Q4","RGSL68Q1","RGSL68Q2","RGSL68Q3","RGSL68Q4","RGSL69Q1","RGSL69Q2","RGSL69Q3","RGSL69Q4","RGSL70Q1","RGSL70Q2","RGSL70Q3","RGSL70Q4","RGSL71Q1","RGSL71Q2","RGSL71Q3","RGSL71Q4","RGSL72Q1","RGSL72Q2","RGSL72Q3","RGSL72Q4","RGSL73Q1","RGSL73Q2","RGSL73Q3","RGSL73Q4","RGSL74Q1","RGSL74Q2","RGSL74Q3","RGSL74Q4","RGSL75Q1","RGSL75Q2","RGSL75Q3","RGSL75Q4","RGSL76Q1","RGSL76Q2","RGSL76Q3","RGSL76Q4","RGSL77Q1","RGSL77Q2","RGSL77Q3","RGSL77Q4","RGSL78Q1","RGSL78Q2","RGSL78Q3","RGSL78Q4","RGSL79Q1","RGSL79Q2","RGSL79Q3","RGSL79Q4","RGSL80Q1","RGSL80Q2","RGSL80Q3","RGSL80Q4","RGSL81Q1","RGSL81Q2","RGSL81Q3","RGSL81Q4","RGSL82Q1","RGSL82Q2","RGSL82Q3","RGSL82Q4","RGSL83Q1","RGSL83Q2","RGSL83Q3","RGSL83Q4","RGSL84Q1","RGSL84Q2","RGSL84Q3","RGSL84Q4","RGSL85Q1","RGSL85Q2","RGSL85Q3","RGSL85Q4","RGSL86Q1","RGSL86Q2","RGSL86Q3","RGSL86Q4","RGSL87Q1","RGSL87Q2","RGSL87Q3","RGSL87Q4","RGSL88Q1","RGSL88Q2","RGSL88Q3","RGSL88Q4","RGSL89Q1","RGSL89Q2","RGSL89Q3","RGSL89Q4","RGSL90Q1","RGSL90Q2","RGSL90Q3","RGSL90Q4","RGSL91Q1","RGSL91Q2","RGSL91Q3","RGSL91Q4","RGSL92Q1","RGSL92Q2","RGSL92Q3","RGSL92Q4","RGSL93Q1","RGSL93Q2","RGSL93Q3","RGSL93Q4","RGSL94Q1","RGSL94Q2","RGSL94Q3","RGSL94Q4","RGSL95Q1","RGSL95Q2","RGSL95Q3","RGSL95Q4","RGSL96Q1","RGSL96Q2","RGSL96Q3","RGSL96Q4","RGSL97Q1","RGSL97Q2","RGSL97Q3","RGSL97Q4","RGSL98Q1","RGSL98Q2","RGSL98Q3","RGSL98Q4","RGSL99Q1","RGSL99Q2","RGSL99Q3","RGSL99Q4","RGSL00Q1","RGSL00Q2","RGSL00Q3","RGSL00Q4","RGSL01Q1","RGSL01Q2","RGSL01Q3","RGSL01Q4","RGSL02Q1","RGSL02Q2","RGSL02Q3","RGSL02Q4","RGSL03Q1","RGSL03Q2","RGSL03Q3","RGSL03Q4","RGSL04Q1","RGSL04Q2","RGSL04Q3","RGSL04Q4","RGSL05Q1","RGSL05Q2","RGSL05Q3","RGSL05Q4","RGSL06Q1","RGSL06Q2","RGSL06Q3","RGSL06Q4","RGSL07Q1","RGSL07Q2","RGSL07Q3","RGSL07Q4","RGSL08Q1","RGSL08Q2","RGSL08Q3","RGSL08Q4","RGSL09Q1","RGSL09Q2","RGSL09Q3","RGSL09Q4","RGSL10Q1","RGSL10Q2","RGSL10Q3","RGSL10Q4","RGSL11Q1","RGSL11Q2","RGSL11Q3","RGSL11Q4","RGSL12Q1","RGSL12Q2","RGSL12Q3","RGSL12Q4","RGSL13Q1","RGSL13Q2","RGSL13Q3","RGSL13Q4","RGSL14Q1","RGSL14Q2","RGSL14Q3","RGSL14Q4","RGSL15Q1","RGSL15Q2"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","178.9","178.8","178.8","175.7","175.7","175.7","175.7","175.0","175.0","175.0","175.0","175.7","175.7","175.7","175.7","175.7","175.7","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","#N/A","578.6648","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","580.5","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","641.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","178.8","178.8","175.3","175.3","175.3","175.3","175.1","175.1","175.1","175.1","175.9","175.9","175.9","175.9","175.9","175.9","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","#N/A","583.2948","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","646.2","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","957.1","957.1","957.1","957.1","957.1","957.1","957.1","957.1"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","177.5","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","175.4","175.4","175.4","175.4","175.4","175.4","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","#N/A","581.6031","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","786.8","954.4","954.4","954.4","954.4","954.4","954.4","954.4","954.4"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.0","175.0","175.0","175.0","175.4","175.4","175.4","175.4","176.0","176.0","176.0","176.0","176.0","176.0","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","#N/A","583.1168","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","584.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","789.3","957.7","957.7","957.7","957.7","957.7","957.7","957.7","957.7"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.7","174.9","174.9","175.3","175.3","175.3","175.3","175.7","175.7","175.7","175.7","175.7","175.7","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","#N/A","582.6716","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","789.4","957.7","957.7","957.7","957.7","957.7","957.7","957.7","957.7"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.4","174.8","175.2","175.2","175.2","175.2","175.8","175.8","175.8","175.8","175.8","175.8","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","#N/A","586.2331","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","587.5","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.8","794.8","794.8","794.8","794.8","794.8","794.8","794.8","964.9","964.9","964.9","964.9","964.9","964.9","964.9","964.9"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","175.1","174.5","174.5","174.5","174.5","175.3","175.3","175.3","175.3","175.3","175.3","369.9","369.9","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","534.1","#N/A","587.1235","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","588.7","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","653.2","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","968.3","968.3","968.3","968.3","968.3","968.3","968.3","968.3"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.0","174.5","174.5","174.5","175.2","175.2","175.2","175.2","175.2","175.2","370.6","370.6","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","#N/A","585.3427","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","651.6","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","795.8","966.4","966.4","966.4","966.4","966.4","966.4","966.4","966.4"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","176.6","176.3","176.3","176.4","176.4","176.4","176.4","176.4","176.4","374.1","374.1","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","425.3","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","#N/A","589.8837","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","656.8","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","802.1","974.7","974.7","974.7","974.7","974.7","974.7","974.7","974.7"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","176.3","175.9","175.8","175.8","175.8","175.8","175.8","175.8","374.3","374.3","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","425.9","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","#N/A","589.7057","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","591.5","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","656.4","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","801.6","975.3","975.3","975.3","975.3","975.3","975.3","975.3","975.3"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","177.3","177.3","177.3","177.3","177.3","177.3","177.3","378.6","378.6","379.0","379.0","379.0","379.0","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","381.6","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","430.4","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","543.8","#N/A","597.8973","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","663.8","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","810.7","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","178.7","178.9","178.9","178.9","178.9","178.9","382.4","382.4","381.8","381.8","381.8","381.8","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","#N/A","605.6437","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","607.4","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","672.3","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","821.2","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","181.1","181.1","181.1","181.1","181.1","385.7","385.7","385.4","385.4","385.4","385.4","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","388.9","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","437.3","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","559.9","#N/A","615.616","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","684.0","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","835.5","1017.6","1017.6","1017.6","1017.6","1017.6","1017.6","1017.6","1017.6"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","181.9","180.9","180.9","180.9","386.6","386.6","387.7","387.7","387.7","387.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","392.7","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","#N/A","621.7597","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","691.7","844.8","844.8","844.8","844.8","844.8","844.8","844.8","844.8","844.9","844.9","844.9","844.9","844.9","844.9","844.9","844.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9"
